,user_id,item_id
0,2,0
1,2,6
2,2,19
3,2,20
4,2,21
5,4,0
6,4,3
7,4,10
8,4,19
9,4,28
10,4,35
11,4,36
12,4,37
13,4,38
14,4,39
15,4,40
16,4,42
17,5,0
18,5,37
19,5,43
20,5,44
21,5,45
22,7,0
23,7,10
24,7,12
25,7,19
26,7,30
27,8,0
28,8,10
29,8,16
30,8,28
31,8,45
32,8,48
33,8,49
34,8,50
35,8,51
36,11,0
37,11,3
38,11,6
39,11,10
40,11,19
41,11,24
42,11,62
43,11,63
44,13,0
45,13,10
46,13,13
47,13,19
48,13,40
49,13,49
50,13,65
51,14,0
52,14,2
53,14,40
54,14,68
55,14,76
56,14,77
57,17,0
58,17,3
59,17,16
60,17,19
61,17,21
62,17,29
63,17,32
64,17,42
65,17,58
66,17,65
67,17,83
68,17,84
69,17,85
70,22,0
71,22,20
72,22,21
73,22,23
74,22,40
75,22,55
76,22,97
77,22,98
78,25,0
79,25,3
80,25,30
81,25,49
82,25,106
83,25,107
84,25,108
85,27,0
86,27,10
87,27,11
88,27,20
89,27,21
90,27,100
91,27,114
92,27,115
93,30,0
94,30,6
95,30,10
96,30,16
97,30,53
98,30,68
99,30,90
100,30,100
101,30,101
102,30,120
103,32,0
104,32,6
105,32,11
106,32,16
107,32,19
108,32,30
109,32,36
110,32,49
111,32,57
112,33,0
113,33,3
114,33,10
115,33,19
116,33,21
117,33,28
118,33,29
119,33,83
120,33,125
121,33,126
122,34,0
123,34,6
124,34,7
125,34,15
126,34,30
127,34,65
128,34,74
129,34,86
130,34,98
131,34,127
132,38,0
133,38,3
134,38,6
135,38,10
136,38,11
137,38,62
138,42,0
139,42,5
140,42,6
141,42,28
142,42,107
143,42,120
144,42,128
145,49,0
146,49,6
147,49,10
148,49,86
149,49,138
150,50,0
151,50,10
152,50,11
153,50,37
154,50,88
155,50,106
156,51,0
157,51,3
158,51,7
159,51,14
160,51,21
161,51,42
162,51,55
163,51,56
164,51,68
165,51,78
166,51,93
167,51,98
168,51,128
169,51,146
170,52,0
171,52,3
172,52,6
173,52,29
174,52,32
175,52,57
176,53,0
177,53,29
178,53,55
179,53,57
180,53,68
181,57,0
182,57,3
183,57,6
184,57,11
185,57,14
186,57,20
187,57,27
188,57,29
189,57,34
190,57,36
191,57,39
192,57,45
193,57,47
194,57,55
195,57,98
196,57,107
197,57,117
198,57,126
199,57,127
200,57,128
201,57,136
202,57,153
203,57,155
204,57,156
205,57,157
206,65,0
207,65,1
208,65,3
209,65,7
210,65,10
211,65,16
212,65,20
213,65,26
214,65,30
215,65,83
216,65,98
217,65,172
218,69,0
219,69,55
220,69,88
221,69,128
222,69,167
223,71,0
224,71,6
225,71,11
226,71,19
227,71,21
228,71,30
229,71,56
230,71,63
231,71,74
232,71,78
233,71,93
234,71,128
235,75,0
236,75,2
237,75,3
238,75,10
239,75,42
240,76,0
241,76,10
242,76,14
243,76,28
244,76,30
245,76,42
246,76,45
247,76,50
248,76,60
249,76,107
250,76,178
251,76,179
252,78,0
253,78,1
254,78,3
255,78,33
256,78,55
257,79,0
258,79,6
259,79,65
260,79,93
261,79,127
262,82,0
263,82,22
264,82,28
265,82,29
266,82,33
267,82,55
268,87,0
269,87,2
270,87,10
271,87,19
272,87,37
273,87,42
274,87,70
275,87,71
276,87,103
277,88,0
278,88,3
279,88,8
280,88,20
281,88,58
282,89,0
283,89,3
284,89,6
285,89,10
286,89,24
287,89,28
288,89,29
289,89,36
290,89,38
291,89,42
292,89,55
293,89,56
294,89,88
295,89,130
296,89,142
297,89,191
298,91,0
299,91,6
300,91,88
301,91,92
302,91,100
303,92,0
304,92,1
305,92,2
306,92,3
307,92,7
308,92,14
309,92,20
310,92,28
311,92,49
312,92,55
313,92,68
314,92,69
315,92,86
316,92,93
317,92,128
318,92,147
319,92,173
320,95,0
321,95,1
322,95,3
323,95,6
324,95,20
325,95,28
326,95,32
327,95,38
328,95,44
329,95,50
330,95,55
331,95,57
332,95,63
333,95,68
334,95,86
335,95,115
336,95,174
337,95,191
338,95,192
339,95,193
340,98,0
341,98,3
342,98,19
343,98,30
344,98,56
345,98,84
346,106,0
347,106,2
348,106,16
349,106,26
350,106,62
351,107,0
352,107,3
353,107,10
354,107,12
355,107,14
356,107,19
357,107,20
358,107,27
359,107,29
360,107,31
361,107,32
362,107,40
363,107,50
364,107,58
365,107,108
366,107,124
367,107,163
368,107,208
369,107,209
370,107,211
371,108,0
372,108,6
373,108,7
374,108,8
375,108,10
376,108,16
377,108,20
378,108,53
379,108,107
380,108,149
381,108,212
382,110,0
383,110,3
384,110,6
385,110,10
386,110,11
387,110,12
388,110,19
389,110,20
390,110,29
391,110,30
392,110,36
393,110,37
394,110,39
395,110,42
396,110,55
397,110,74
398,110,78
399,110,87
400,110,93
401,110,189
402,111,0
403,111,3
404,111,9
405,111,10
406,111,11
407,111,39
408,111,75
409,111,128
410,112,0
411,112,6
412,112,7
413,112,20
414,112,24
415,112,28
416,112,29
417,112,31
418,112,38
419,112,50
420,112,55
421,112,63
422,112,68
423,112,75
424,112,86
425,112,88
426,112,98
427,112,100
428,112,107
429,112,126
430,112,128
431,112,148
432,112,184
433,112,200
434,112,214
435,112,215
436,112,216
437,113,0
438,113,3
439,113,20
440,113,30
441,113,39
442,113,50
443,113,167
444,113,179
445,114,0
446,114,1
447,114,6
448,114,10
449,114,14
450,114,23
451,114,24
452,114,28
453,114,29
454,114,40
455,114,42
456,114,50
457,114,69
458,114,74
459,114,83
460,114,93
461,118,0
462,118,2
463,118,10
464,118,19
465,118,36
466,118,88
467,120,0
468,120,50
469,120,62
470,120,108
471,120,147
472,120,220
473,120,222
474,116,0
475,116,3
476,116,6
477,116,19
478,116,87
479,116,221
480,125,0
481,125,3
482,125,6
483,125,7
484,125,10
485,125,12
486,125,31
487,125,36
488,125,65
489,125,68
490,125,70
491,125,74
492,125,86
493,125,127
494,126,0
495,126,6
496,126,10
497,126,29
498,126,59
499,123,0
500,123,3
501,123,6
502,123,16
503,123,21
504,123,29
505,123,83
506,123,112
507,127,0
508,127,3
509,127,6
510,127,28
511,127,29
512,127,55
513,127,83
514,128,0
515,128,10
516,128,20
517,128,28
518,128,29
519,128,30
520,128,75
521,128,93
522,128,115
523,131,0
524,131,6
525,131,20
526,131,47
527,131,83
528,131,93
529,131,100
530,131,107
531,131,138
532,131,230
533,133,0
534,133,2
535,133,3
536,133,6
537,133,10
538,133,19
539,133,27
540,133,32
541,133,36
542,133,83
543,136,0
544,136,3
545,136,6
546,136,10
547,136,11
548,136,16
549,136,28
550,136,57
551,136,65
552,136,235
553,137,0
554,137,6
555,137,57
556,137,58
557,137,86
558,137,138
559,137,236
560,140,0
561,140,3
562,140,10
563,140,11
564,140,28
565,140,29
566,140,74
567,140,128
568,144,0
569,144,6
570,144,86
571,144,130
572,144,174
573,152,0
574,152,2
575,152,3
576,152,11
577,152,29
578,152,30
579,152,88
580,152,93
581,152,106
582,152,142
583,153,0
584,153,3
585,153,6
586,153,28
587,153,29
588,153,75
589,153,78
590,153,93
591,154,0
592,154,2
593,154,3
594,154,10
595,154,29
596,154,43
597,154,50
598,154,57
599,154,76
600,154,92
601,154,138
602,155,0
603,155,2
604,155,29
605,155,30
606,155,32
607,155,49
608,155,75
609,155,83
610,155,93
611,155,136
612,155,245
613,157,0
614,157,3
615,157,6
616,157,19
617,157,20
618,157,44
619,157,45
620,157,57
621,157,65
622,157,98
623,157,106
624,157,115
625,157,126
626,157,128
627,159,0
628,159,3
629,159,11
630,159,47
631,159,73
632,159,74
633,159,165
634,159,246
635,163,0
636,163,3
637,163,10
638,163,21
639,163,28
640,163,30
641,163,36
642,163,38
643,163,42
644,163,44
645,163,83
646,163,90
647,163,118
648,163,174
649,166,0
650,166,6
651,166,20
652,166,29
653,166,38
654,166,40
655,166,42
656,166,55
657,166,128
658,169,0
659,169,30
660,169,47
661,169,58
662,169,65
663,169,73
664,169,76
665,169,106
666,169,128
667,169,136
668,175,0
669,175,2
670,175,3
671,175,6
672,175,10
673,175,20
674,175,22
675,175,24
676,175,27
677,175,32
678,175,43
679,175,51
680,175,57
681,175,58
682,175,60
683,175,63
684,175,67
685,175,76
686,175,86
687,175,93
688,175,98
689,175,106
690,175,107
691,175,109
692,175,189
693,175,254
694,175,255
695,175,256
696,175,257
697,175,258
698,175,259
699,176,0
700,176,6
701,176,62
702,176,85
703,176,90
704,176,128
705,177,0
706,177,6
707,177,10
708,177,14
709,177,115
710,177,261
711,177,262
712,179,0
713,179,3
714,179,6
715,179,7
716,179,8
717,179,10
718,179,16
719,179,20
720,179,29
721,179,38
722,179,39
723,179,57
724,179,58
725,179,60
726,179,67
727,179,74
728,179,115
729,179,128
730,179,138
731,179,148
732,179,265
733,180,0
734,180,10
735,180,12
736,180,22
737,180,23
738,180,39
739,180,42
740,180,87
741,180,90
742,180,267
743,183,0
744,183,10
745,183,20
746,183,27
747,183,55
748,183,142
749,195,0
750,195,5
751,195,10
752,195,29
753,195,37
754,195,39
755,195,60
756,196,0
757,196,3
758,196,7
759,196,14
760,196,19
761,196,20
762,196,21
763,196,29
764,196,30
765,196,65
766,196,68
767,196,71
768,196,78
769,196,86
770,196,93
771,196,128
772,124,0
773,124,10
774,124,16
775,124,68
776,124,75
777,124,100
778,124,107
779,124,128
780,198,0
781,198,3
782,198,6
783,198,10
784,198,11
785,198,34
786,198,35
787,198,51
788,198,56
789,198,93
790,198,128
791,200,0
792,200,27
793,200,38
794,200,42
795,200,57
796,200,74
797,200,105
798,202,0
799,202,6
800,202,10
801,202,84
802,202,137
803,202,249
804,181,0
805,181,3
806,181,6
807,181,55
808,181,56
809,181,63
810,203,0
811,203,3
812,203,10
813,203,20
814,203,24
815,203,30
816,203,42
817,203,55
818,203,66
819,203,68
820,203,72
821,203,78
822,203,86
823,203,88
824,203,101
825,203,103
826,203,128
827,220,0
828,220,1
829,220,2
830,220,3
831,220,6
832,220,9
833,220,10
834,220,11
835,220,16
836,220,19
837,220,21
838,220,27
839,220,28
840,220,30
841,220,32
842,220,33
843,220,36
844,220,38
845,220,60
846,220,86
847,220,104
848,220,128
849,220,186
850,220,216
851,226,0
852,226,3
853,226,10
854,226,16
855,226,19
856,226,28
857,226,38
858,226,40
859,226,48
860,226,55
861,226,70
862,226,83
863,226,88
864,226,216
865,226,225
866,226,291
867,226,292
868,227,0
869,227,6
870,227,9
871,227,10
872,227,14
873,227,16
874,227,40
875,227,47
876,227,93
877,229,0
878,229,3
879,229,6
880,229,10
881,229,20
882,229,29
883,229,78
884,229,84
885,229,118
886,231,0
887,231,10
888,231,19
889,231,21
890,231,24
891,231,36
892,231,49
893,231,51
894,231,55
895,231,60
896,231,73
897,231,86
898,231,88
899,231,98
900,231,103
901,231,107
902,231,112
903,231,128
904,231,189
905,231,274
906,232,0
907,232,6
908,232,7
909,232,10
910,232,14
911,232,20
912,232,22
913,232,42
914,232,65
915,232,72
916,232,101
917,232,111
918,232,295
919,228,0
920,228,6
921,228,10
922,228,49
923,228,68
924,228,86
925,228,186
926,236,0
927,236,3
928,236,10
929,236,16
930,236,19
931,236,27
932,236,28
933,236,36
934,236,83
935,236,98
936,236,100
937,236,107
938,236,117
939,237,0
940,237,1
941,237,6
942,237,49
943,237,65
944,237,74
945,237,78
946,233,0
947,233,2
948,233,6
949,233,19
950,233,20
951,233,56
952,233,68
953,233,74
954,233,75
955,233,78
956,233,107
957,233,150
958,240,0
959,240,3
960,240,10
961,240,74
962,240,165
963,241,0
964,241,1
965,241,3
966,241,10
967,241,11
968,241,27
969,241,70
970,59,0
971,59,3
972,59,6
973,59,9
974,59,10
975,173,0
976,173,10
977,173,28
978,173,29
979,173,57
980,249,0
981,249,3
982,249,6
983,249,19
984,249,27
985,249,32
986,249,33
987,249,45
988,249,47
989,249,58
990,249,85
991,255,0
992,255,3
993,255,5
994,255,6
995,255,20
996,255,57
997,255,83
998,256,0
999,256,6
1000,256,10
1001,256,19
1002,256,28
1003,256,57
1004,256,74
1005,257,0
1006,257,10
1007,257,16
1008,257,21
1009,257,28
1010,257,39
1011,257,128
1012,257,138
1013,257,298
1014,264,0
1015,264,7
1016,264,10
1017,264,22
1018,264,27
1019,264,29
1020,264,38
1021,264,50
1022,264,86
1023,264,88
1024,264,174
1025,266,0
1026,266,11
1027,266,12
1028,266,24
1029,266,29
1030,266,44
1031,266,70
1032,266,88
1033,266,91
1034,266,136
1035,266,143
1036,266,216
1037,267,0
1038,267,28
1039,267,45
1040,267,57
1041,269,0
1042,269,6
1043,269,27
1044,269,98
1045,269,128
1046,279,0
1047,279,16
1048,279,19
1049,279,29
1050,279,38
1051,279,119
1052,283,0
1053,283,3
1054,283,6
1055,283,7
1056,283,14
1057,283,21
1058,283,28
1059,283,29
1060,283,30
1061,283,38
1062,283,40
1063,283,42
1064,283,44
1065,283,45
1066,283,55
1067,283,95
1068,283,128
1069,284,0
1070,284,6
1071,284,10
1072,284,16
1073,284,19
1074,284,74
1075,284,128
1076,288,0
1077,288,3
1078,288,29
1079,288,49
1080,288,95
1081,288,173
1082,292,0
1083,292,6
1084,292,9
1085,292,10
1086,292,57
1087,292,81
1088,292,191
1089,296,0
1090,296,10
1091,296,21
1092,296,22
1093,296,44
1094,296,88
1095,296,93
1096,296,98
1097,297,0
1098,297,10
1099,297,20
1100,297,84
1101,297,128
1102,298,0
1103,298,6
1104,298,7
1105,298,10
1106,298,62
1107,298,75
1108,298,117
1109,299,0
1110,299,3
1111,299,6
1112,299,10
1113,299,19
1114,299,29
1115,299,57
1116,300,0
1117,300,3
1118,300,6
1119,300,10
1120,300,11
1121,300,19
1122,300,21
1123,300,27
1124,300,32
1125,300,44
1126,300,47
1127,300,49
1128,300,57
